geneID	txID	gene	transcript
gene-Klhl8	rna-NM_001359987	1	NA
gene-Klhl8	rna-NM_178741	1	NA
gene-Thoc2l	rna-XM_036164672	0.476974377576627	NA
gene-Thoc2l	rna-XM_036164675	0.476974377576627	NA
gene-Thoc2l	rna-XM_036164678	0.476974377576627	NA
gene-Thoc2l	rna-NM_001166581	0.476974377576627	NA
gene-Thoc2l	rna-NR_164628	0.476974377576627	NA
gene-Zfp33b	rna-XM_062871538	1	NA
gene-Zfp33b	rna-XM_062871539	1	NA
gene-Zfp33b	rna-NM_001424317	1	NA
gene-Zfp951	rna-XR_003955688	0.88216974384112	NA
gene-Zfp951	rna-XM_030254749	0.88216974384112	NA
gene-Zfp951	rna-XM_036165402	0.88216974384112	NA
gene-Zfp951	rna-XM_036165401	0.88216974384112	NA
gene-Zfp951	rna-NM_001039231	0.88216974384112	NA
gene-Lrrc8c	rna-XM_006534685	1	NA
gene-Lrrc8c	rna-XM_017320573	1	NA
gene-Lrrc8c	rna-NM_133897	1	NA
gene-Lrrc8c	rna-XM_006534686	1	NA
gene-Lrrc8d	rna-NM_001122768	1	NA
gene-Lrrc8d	rna-XM_006534893	1	NA
gene-Zfp326	rna-NM_018759	1	NA
gene-Zfp326	rna-NR_030777	1	NA
gene-Zfp644	rna-XM_036165275	0.735350610986593	NA
gene-Zfp644	rna-XM_036165277	0.735350610986593	NA
gene-Zfp644	rna-XM_036165282	0.735350610986593	NA
gene-Zfp644	rna-XM_036165276	0.735350610986593	NA
gene-Zfp644	rna-NM_001363320	0.735350610986593	NA
gene-Hfm1	rna-XM_030254599	0.74224900708354	NA
gene-Hfm1	rna-XM_030254597	0.74224900708354	NA
gene-Hfm1	rna-XM_030254600	0.74224900708354	NA
gene-Hfm1	rna-XM_036165227	0.74224900708354	NA
gene-Hfm1	rna-XR_003955664	0.74224900708354	NA
gene-Hfm1	rna-XR_003955663	0.74224900708354	NA
gene-Cdc7	rna-NM_001271567	1	NA
gene-Cdc7	rna-NM_009863	1	NA
gene-Brdt	rna-XM_030254061	1	NA
gene-Brdt	rna-XM_030254060	1	NA
gene-Brdt	rna-NM_054054	1	NA
gene-Brdt	rna-XM_006534730	1	NA
gene-Ephx4	rna-NM_001001804	1	NA
gene-Ephx4	rna-NM_001379225	1	NA
gene-Btbd8	rna-NM_001378266	0.83684546872136	NA
gene-Btbd8	rna-NM_001168557	0.83684546872136	NA
gene-Btbd8	rna-NM_001384112	0.83684546872136	NA
gene-Glmn	rna-XM_011249410	1	NA
gene-Glmn	rna-NM_133248	1	NA
gene-Glmn	rna-XR_001784631	1	NA
gene-Rpap2	rna-NM_001163461	0.452590774338398	NA
gene-Rpap2	rna-NM_144911	0.452590774338398	NA
gene-Rpap2	rna-XM_006534903	0.452590774338398	NA
gene-Rpap2	rna-XM_036165075	0.452590774338398	NA
gene-Rpap2	rna-XM_030254407	0.452590774338398	NA
gene-Rpap2	rna-NM_001359916	0.452590774338398	NA
gene-Rpap2	rna-NM_001359917	0.452590774338398	NA
gene-Evi5	rna-NM_001378824	0.0158020630333151	1
gene-Evi5	rna-XM_006534783	0.0158020630333151	1
gene-Evi5	rna-NM_007964	0.0158020630333151	0.0068956429455184
gene-Evi5	rna-XM_006534785	0.0158020630333151	1
gene-Rpl5	rna-XM_006534684	1	NA
gene-Rpl5	rna-NM_016980	1	NA
gene-Mtf2	rna-XM_036164854	0.613207166778589	NA
gene-Mtf2	rna-XR_004942441	0.613207166778589	NA
gene-Mtf2	rna-XM_011249416	0.613207166778589	NA
gene-Mtf2	rna-XM_036164855	0.613207166778589	NA
gene-Mtf2	rna-NM_001359088	0.613207166778589	NA
gene-Mtf2	rna-NM_013827	0.613207166778589	NA
gene-Ccdc18	rna-XM_006535251	0.843668700304253	NA
gene-Ccdc18	rna-XR_003955715	0.843668700304253	NA
gene-Ccdc18	rna-XM_006535252	0.843668700304253	NA
gene-Ccdc18	rna-NM_028481	0.843668700304253	NA
gene-Ccdc18	rna-XM_036165546	0.843668700304253	NA
gene-Pigg	rna-NM_001310689	1	NA
gene-Pigg	rna-NR_163827	1	NA
gene-Pcgf3	rna-XM_036165477	0.0151653143631864	1
gene-Pcgf3	rna-NM_172716	0.0151653143631864	0.00326275101681937
gene-Pcgf3	rna-XM_030254794	0.0151653143631864	1
gene-Gak	rna-NM_001282051	0.90426546988803	NA
gene-Gak	rna-NM_153569	0.90426546988803	NA
gene-Gak	rna-XM_036165078	0.90426546988803	NA
gene-Gak	rna-XM_006534905	0.90426546988803	NA
gene-Gak	rna-XR_389271	0.90426546988803	NA
gene-Tmem175	rna-XM_006535237	0.456167320325334	NA
gene-Tmem175	rna-XM_006535230	0.456167320325334	NA
gene-Tmem175	rna-XM_030254826	0.456167320325334	NA
gene-Tmem175	rna-XM_036165523	0.456167320325334	NA
gene-Tmem175	rna-NM_001163532	0.456167320325334	NA
gene-Tmem175	rna-XM_006535236	0.456167320325334	NA
gene-Dgkq	rna-NM_001357029	1	NA
gene-Dgkq	rna-NM_199011	1	NA
gene-Dgkq	rna-XR_001784590	1	NA
gene-Dgkq	rna-XR_003955570	1	NA
gene-Idua	rna-NM_008325	1	NA
gene-Idua	rna-XM_036164824	1	NA
gene-Idua	rna-XM_036164821	1	NA
gene-Idua	rna-XM_036164823	1	NA
gene-Slc26a1	rna-XM_036165082	1	NA
gene-Slc26a1	rna-XM_030254413	1	NA
gene-Slc26a1	rna-XM_030254414	1	NA
gene-Fgfrl1	rna-NM_001425814	0.116394887717783	NA
gene-Fgfrl1	rna-NM_001425815	0.116394887717783	NA
gene-Fgfrl1	rna-NM_054071	0.116394887717783	NA
gene-Gm8493	rna-XR_880565	1	NA
gene-Gm8493	rna-XR_880564	1	NA
gene-Crlf2	rna-NM_001310694	1	NA
gene-Crlf2	rna-NM_016715	1	NA
gene-Crlf2	rna-NR_189326	1	NA
gene-Crlf2	rna-NR_189328	1	NA
gene-4930522L14Rik	rna-NM_001378570	1	NA
gene-4930522L14Rik	rna-NM_001378567	1	NA
gene-AB010352	rna-XM_011249627	0.883885683134789	NA
gene-AB010352	rna-XM_030255017	0.883885683134789	NA
gene-AB010352	rna-NM_001378279	0.883885683134789	NA
gene-Zfp932	rna-XM_036165470	0.989977472874326	NA
gene-Zfp932	rna-NM_001374712	0.989977472874326	NA
gene-Zfp932	rna-NM_145563	0.989977472874326	NA
gene-Plcxd1	rna-XM_011249507	1	NA
gene-Plcxd1	rna-NM_001408691	1	NA
gene-Gtpbp6	rna-XM_036164715	1	NA
gene-Gtpbp6	rna-XM_036164716	1	NA
gene-Gtpbp6	rna-NR_189623	1	NA
gene-Gtpbp6	rna-NM_145147	1	NA
gene-Zfp605	rna-XM_006535186	0.159566348509807	NA
gene-Zfp605	rna-XM_006535187	0.159566348509807	NA
gene-Zfp605	rna-XM_006535188	0.159566348509807	NA
gene-Zfp605	rna-NM_001163996	0.159566348509807	NA
gene-Zfp605	rna-XM_036165437	0.159566348509807	NA
gene-Chfr	rna-XR_001784679	0.333568317441631	NA
gene-Chfr	rna-XR_004942506	0.333568317441631	NA
gene-Chfr	rna-XM_011249445	0.333568317441631	NA
gene-Chfr	rna-NM_001289577	0.333568317441631	NA
gene-Chfr	rna-NM_172717	0.333568317441631	NA
gene-Golga3	rna-NM_001347389	1	NA
gene-Golga3	rna-NM_008146	1	NA
gene-Golga3	rna-XM_006534961	1	NA
gene-Golga3	rna-XM_030254534	1	NA
gene-Ankle2	rna-NM_001253814	1	NA
gene-Ankle2	rna-NM_027922	1	NA
gene-Pgam5	rna-NM_001163538	0.379611014625141	NA
gene-Pgam5	rna-NM_028273	0.379611014625141	NA
gene-P2rx2	rna-XM_011249447	1	NA
gene-P2rx2	rna-NM_153400	1	NA
gene-Fbrsl1	rna-NM_028596	1	NA
gene-Fbrsl1	rna-NM_001142642	1	NA
gene-Fbrsl1	rna-NM_001317042	1	NA
gene-Galnt9	rna-NM_198306	1	NA
gene-Galnt9	rna-NR_185192	1	NA
gene-Ddx51	rna-XR_880400	1	NA
gene-Ddx51	rna-NM_027156	1	NA
gene-Ep400	rna-NM_029337	1	NA
gene-Ep400	rna-NM_173066	1	NA
gene-Pus1	rna-NM_019700	1	NA
gene-Pus1	rna-NM_001025562	1	NA
gene-Pus1	rna-XM_006535148	1	NA
gene-Ulk1	rna-XM_006534852	0.832539092275656	NA
gene-Ulk1	rna-NM_009469	0.832539092275656	NA
gene-Chek2	rna-NM_001425580	1	NA
gene-Chek2	rna-NM_016681	1	NA
gene-Chek2	rna-NR_189322	1	NA
gene-Ttc28	rna-XM_006534845	0.0226844276486469	0
gene-Ttc28	rna-NM_001267622	0.0226844276486469	0
gene-Pitpnb	rna-NM_001301643	1	NA
gene-Pitpnb	rna-NM_001359217	1	NA
gene-Pitpnb	rna-NM_019640	1	NA
gene-Miat	rna-NR_003718	1	NA
gene-Miat	rna-NR_033657	1	NA
gene-Tpst2	rna-XR_389265	0.957168069201949	NA
gene-Tpst2	rna-NM_009419	0.957168069201949	NA
gene-Tpst2	rna-NM_001374708	0.957168069201949	NA
gene-Srrd	rna-NM_001359388	1	NA
gene-Srrd	rna-NM_027323	1	NA
gene-Srrd	rna-NR_153105	1	NA
gene-Srrd	rna-NR_153106	1	NA
gene-Srrd	rna-XR_004942557	1	NA
gene-Hps4	rna-XM_006534831	0.806138206998989	NA
gene-Hps4	rna-NM_001359853	0.806138206998989	NA
gene-Hps4	rna-NM_138646	0.806138206998989	NA
gene-Asphd2	rna-NM_001357013	1	NA
gene-Asphd2	rna-NM_001357014	1	NA
gene-Asphd2	rna-NM_001357015	1	NA
gene-Asphd2	rna-XM_030254839	1	NA
gene-Asphd2	rna-XM_030254842	1	NA
gene-Sez6l	rna-NM_001253916	0.00687600665565877	1
gene-Sez6l	rna-NM_001403286	0.00687600665565877	0.211160237377588
gene-Sez6l	rna-NM_019982	0.00687600665565877	0.00124091629496881
gene-Grk3	rna-NM_001285806	1	NA
gene-Grk3	rna-NM_177078	1	NA
gene-Grk3	rna-XR_389274	1	NA
gene-Grk3	rna-XR_880394	1	NA
gene-2900026A02Rik	rna-NM_001347397	0.684202347055166	NA
gene-2900026A02Rik	rna-NM_172884	0.684202347055166	NA
gene-2900026A02Rik	rna-XM_036165128	0.684202347055166	NA
gene-2900026A02Rik	rna-NM_001375886	0.684202347055166	NA
gene-2900026A02Rik	rna-XM_017320881	0.684202347055166	NA
gene-Sgsm1	rna-NM_001309528	0.708958410143257	NA
gene-Sgsm1	rna-NM_172718	0.708958410143257	NA
gene-Cmklr1	rna-XM_006530166	1	NA
gene-Cmklr1	rna-NM_008153	1	NA
gene-Sart3	rna-XM_006530406	0.998742123648078	NA
gene-Sart3	rna-XM_030254699	0.998742123648078	NA
gene-Sart3	rna-NM_016926	0.998742123648078	NA
gene-Usp30	rna-NM_001033202	1	NA
gene-Usp30	rna-NM_001417952	1	NA
gene-Alkbh2	rna-NM_001359941	1	NA
gene-Alkbh2	rna-NR_188821	1	NA
gene-Alkbh2	rna-NM_001424652	1	NA
gene-Ung	rna-XM_006530284	0.374530022927186	NA
gene-Ung	rna-NM_001040691	0.374530022927186	NA
gene-Ung	rna-NM_011677	0.374530022927186	NA
gene-Acacb	rna-NM_133904	0.0731807575367667	NA
gene-Acacb	rna-XM_006530114	0.0731807575367667	NA
gene-Acacb	rna-NM_001403528	0.0731807575367667	NA
gene-Acacb	rna-NM_001403529	0.0731807575367667	NA
gene-Kctd10	rna-NM_001159941	1	NA
gene-Kctd10	rna-NM_026145	1	NA
gene-Mmab	rna-NM_001347398	1	NA
gene-Mmab	rna-NM_029956	1	NA
gene-Mvk	rna-XM_006530185	1	NA
gene-Mvk	rna-NM_001306205	1	NA
gene-Mvk	rna-NM_023556	1	NA
gene-Trpv4	rna-XM_006530432	1	NA
gene-Trpv4	rna-NM_022017	1	NA
gene-Tchp	rna-XM_036165613	1	NA
gene-Tchp	rna-NM_029992	1	NA
gene-Git2	rna-NM_001077359	0.626144445081695	NA
gene-Git2	rna-XM_030254525	0.626144445081695	NA
gene-Git2	rna-XM_006530335	0.626144445081695	NA
gene-Git2	rna-XM_030254523	0.626144445081695	NA
gene-Ankrd13a	rna-NM_001378897	1	NA
gene-Ankrd13a	rna-NM_026718	1	NA
gene-Cabp1	rna-NM_001310715	1	NA
gene-Cabp1	rna-NM_001310712	1	NA
gene-Pop5	rna-XM_036164743	1	NA
gene-Pop5	rna-NM_026398	1	NA
gene-Rnf10	rna-NM_001302449	1	NA
gene-Rnf10	rna-NM_016698	1	NA
gene-Srsf9	rna-NM_025573	0.688587804221083	NA
gene-Srsf9	rna-NR_036616	0.688587804221083	NA
gene-Msi1	rna-NM_001376960	1	NA
gene-Msi1	rna-NM_008629	1	NA
gene-Msi1	rna-NM_001417504	1	NA
gene-Msi1	rna-NM_001417507	1	NA
gene-Sirt4	rna-XR_004942582	0.726063851998189	NA
gene-Sirt4	rna-NM_133760	0.726063851998189	NA
gene-Sirt4	rna-XM_036165576	0.726063851998189	NA
gene-Pxn	rna-NM_011223	0.713499896273455	NA
gene-Pxn	rna-NM_133915	0.713499896273455	NA
gene-Bicdl1	rna-XR_003955719	0.866609415749883	NA
gene-Bicdl1	rna-NR_151598	0.866609415749883	NA
gene-Cit	rna-XM_006530141	0.0648346303390876	NA
gene-Cit	rna-XM_011248163	0.0648346303390876	NA
gene-Cit	rna-XM_036164764	0.0648346303390876	NA
gene-Cit	rna-XM_006530151	0.0648346303390876	NA
gene-Cit	rna-XM_036164767	0.0648346303390876	NA
gene-Prkab1	rna-NM_001417558	0.596400868926527	NA
gene-Prkab1	rna-NM_031869	0.596400868926527	NA
gene-Prkab1	rna-NR_184530	0.596400868926527	NA
gene-Srrm4	rna-NM_001403397	1	NA
gene-Srrm4	rna-NM_026886	1	NA
gene-Suds3	rna-NM_001122666	1	NA
gene-Suds3	rna-NM_178622	1	NA
gene-Taok3	rna-XM_011248220	0.546193080419952	NA
gene-Taok3	rna-NM_001199685	0.546193080419952	NA
gene-Taok3	rna-NM_001081308	0.546193080419952	NA
gene-Ksr2	rna-NM_001312914	1	NA
gene-Ksr2	rna-XM_006530393	1	NA
gene-Fbxo21	rna-NM_001346588	1	NA
gene-Fbxo21	rna-NM_145564	1	NA
gene-Rnft2	rna-XM_006530347	0.806089674374323	NA
gene-Rnft2	rna-XM_036165152	0.806089674374323	NA
gene-Rnft2	rna-NM_001109902	0.806089674374323	NA
gene-Med13l	rna-NM_172424	0.528535491058899	NA
gene-Med13l	rna-XM_030254882	0.528535491058899	NA
gene-Med13l	rna-XM_036165591	0.528535491058899	NA
gene-Tbx3	rna-NM_198052	1	NA
gene-Tbx3	rna-NM_011535	1	NA
gene-Plbd2	rna-NM_023625	1	NA
gene-Plbd2	rna-XM_030254815	1	NA
gene-Tpcn1	rna-NM_145853	0.347742420338122	NA
gene-Tpcn1	rna-XR_387566	0.347742420338122	NA
gene-Tpcn1	rna-NM_001418259	0.347742420338122	NA
gene-Rita1	rna-NM_029096	1	NA
gene-Rita1	rna-NM_133908	1	NA
gene-Rasal1	rna-NM_001359144	0.221272166629946	NA
gene-Rasal1	rna-XM_030254221	0.221272166629946	NA
gene-Rasal1	rna-NM_001281999	0.221272166629946	NA
gene-Rasal1	rna-XM_030254220	0.221272166629946	NA
gene-Rasal1	rna-NM_001359146	0.221272166629946	NA
gene-Rasal1	rna-NM_001359147	0.221272166629946	NA
gene-Rasal1	rna-XM_006530208	0.221272166629946	NA
gene-Dtx1	rna-NM_001417472	1	NA
gene-Dtx1	rna-NM_008052	1	NA
gene-Rph3a	rna-NM_011286	1.60758237159525e-06	2.28554642014728e-07
gene-Rph3a	rna-XM_011248185	1.60758237159525e-06	0.107401491497219
gene-Rph3a	rna-NM_001302344	1.60758237159525e-06	1
gene-Rph3a	rna-XM_011248186	1.60758237159525e-06	1
gene-Ptpn11	rna-NM_001109992	0.736853553991732	NA
gene-Ptpn11	rna-NM_011202	0.736853553991732	NA
gene-Hectd4	rna-XM_006530353	0.576629132834003	NA
gene-Hectd4	rna-NM_181421	0.576629132834003	NA
gene-Hectd4	rna-XM_006530358	0.576629132834003	NA
gene-Trafd1	rna-XM_011248197	0.954145306265125	NA
gene-Trafd1	rna-NM_001163470	0.954145306265125	NA
gene-Trafd1	rna-NM_172275	0.954145306265125	NA
gene-Naa25	rna-XR_001784683	1	NA
gene-Naa25	rna-NM_172722	1	NA
gene-Aldh2	rna-NM_009656	1	NA
gene-Aldh2	rna-NM_001308450	1	NA
gene-Atxn2	rna-XM_030254261	0.034773377485305	0.0800705753926462
gene-Atxn2	rna-XR_003955602	0.034773377485305	1
gene-Atxn2	rna-XM_030254257	0.034773377485305	0.0496942890539119
gene-Atxn2	rna-XM_017320750	0.034773377485305	0.0735195601636381
gene-Atxn2	rna-XM_030254260	0.034773377485305	1
gene-Atxn2	rna-XM_030254266	0.034773377485305	1
gene-Atxn2	rna-NM_009125	0.034773377485305	1
gene-Sh2b3	rna-NM_001306127	0.746709916597144	NA
gene-Sh2b3	rna-NM_008507	0.746709916597144	NA
gene-Pheta1	rna-NM_001359950	1	NA
gene-Pheta1	rna-NM_175474	1	NA
gene-Cux2	rna-XM_030254120	0.0829223296942772	NA
gene-Cux2	rna-XM_030254119	0.0829223296942772	NA
gene-Cux2	rna-XM_030254118	0.0829223296942772	NA
gene-Cux2	rna-NM_001312908	0.0829223296942772	NA
gene-Cux2	rna-NM_001415780	0.0829223296942772	NA
gene-Ppp1cc	rna-NR_156472	0.0377707862155491	0.0110723388555699
gene-Ppp1cc	rna-NM_001424537	0.0377707862155491	0.541223095916124
gene-Ppp1cc	rna-NM_013636	0.0377707862155491	1
gene-Tctn1	rna-NM_001039153	0.412966848723615	NA
gene-Tctn1	rna-NR_104441	0.412966848723615	NA
gene-Tctn1	rna-XR_001784734	0.412966848723615	NA
gene-Rad9b	rna-NM_001382853	1	NA
gene-Rad9b	rna-XM_006530305	1	NA
gene-Rad9b	rna-XM_006530306	1	NA
gene-Rad9b	rna-XR_387562	1	NA
gene-Rad9b	rna-XM_006530310	1	NA
gene-Rad9b	rna-XM_036165092	1	NA
gene-Rad9b	rna-NM_144912	1	NA
gene-Vps29	rna-NM_001347453	0.772097155229613	NA
gene-Vps29	rna-NM_019780	0.772097155229613	NA
gene-Anapc7	rna-XM_036165328	1	NA
gene-Anapc7	rna-NM_019805	1	NA
gene-Atp2a2	rna-NR_027838	0.448173188524354	NA
gene-Atp2a2	rna-NM_001110140	0.448173188524354	NA
gene-Ift81	rna-NM_001358919	0.724334183333077	NA
gene-Ift81	rna-NM_009879	0.724334183333077	NA
gene-P2rx4	rna-NM_001310720	1	NA
gene-P2rx4	rna-NM_011026	1	NA
gene-Camkk2	rna-NM_145358	1	NA
gene-Camkk2	rna-XM_006530232	1	NA
gene-Anapc5	rna-NM_001042491	1	NA
gene-Anapc5	rna-NM_001289519	1	NA
gene-Anapc5	rna-NM_021505	1	NA
gene-Kdm2b	rna-NM_001378864	1	NA
gene-Kdm2b	rna-NM_001378865	1	NA
gene-Kdm2b	rna-NM_013910	1	NA
gene-Orai1	rna-XM_006530116	1	NA
gene-Orai1	rna-NM_175423	1	NA
gene-Tmem120b	rna-XR_001784711	1	NA
gene-Tmem120b	rna-NM_001039723	1	NA
gene-Tmem120b	rna-NR_185159	1	NA
gene-AI480526	rna-NR_187831	1	NA
gene-AI480526	rna-NR_187832	1	NA
gene-Setd1b	rna-XM_006530238	1	NA
gene-Setd1b	rna-NM_001040398	1	NA
gene-Cfap251	rna-XM_030254542	1	NA
gene-Cfap251	rna-NM_001370840	1	NA
gene-Gm15860	rna-NR_165268	1	NA
gene-Gm15860	rna-NR_165265	1	NA
gene-Gm15860	rna-NR_165266	1	NA
gene-Diablo	rna-NM_023232	1	NA
gene-Diablo	rna-XM_036165411	1	NA
gene-Clip1	rna-NM_001347468	0.643542672964104	NA
gene-Clip1	rna-NM_001359221	0.643542672964104	NA
gene-Zcchc8	rna-NM_027494	0.25936843610047	NA
gene-Zcchc8	rna-XM_011248240	0.25936843610047	NA
gene-Zcchc8	rna-XM_006530457	0.25936843610047	NA
gene-Rsrc2	rna-NM_001005525	1	NA
gene-Rsrc2	rna-NM_001359861	1	NA
gene-Rsrc2	rna-NM_001359864	1	NA
gene-Kntc1	rna-XM_006530252	1	NA
gene-Kntc1	rna-XM_030254330	1	NA
gene-Kntc1	rna-NM_001042421	1	NA
gene-Kntc1	rna-XM_006530251	1	NA
gene-Kntc1	rna-XM_006530254	1	NA
gene-Ccdc62	rna-XR_001784653	1	NA
gene-Ccdc62	rna-XR_001784655	1	NA
gene-Ccdc62	rna-XM_036164964	1	NA
gene-Ccdc62	rna-XM_006530263	1	NA
gene-Hip1r	rna-XR_387567	1	NA
gene-Hip1r	rna-NM_145070	1	NA
gene-Abcb9	rna-XM_036165329	1	NA
gene-Abcb9	rna-NM_019875	1	NA
gene-Ogfod2	rna-NM_001361482	1	NA
gene-Ogfod2	rna-NM_025671	1	NA
gene-Ogfod2	rna-XM_030254762	1	NA
gene-Pitpnm2	rna-NM_001424501	1	NA
gene-Pitpnm2	rna-NM_011256	1	NA
gene-Mphosph9	rna-XM_011248206	0.0398357552871143	0.119367640233346
gene-Mphosph9	rna-NM_001081323	0.0398357552871143	0.288761733550739
gene-Mphosph9	rna-NM_001277867	0.0398357552871143	0.0829367011164209
gene-Mphosph9	rna-NM_001408187	0.0398357552871143	1
gene-Mphosph9	rna-NM_001408188	0.0398357552871143	1
gene-Mphosph9	rna-NR_176470	0.0398357552871143	1
gene-Mphosph9	rna-NR_176471	0.0398357552871143	0.354504833484494
gene-Mphosph9	rna-XM_036165156	0.0398357552871143	1
gene-Mphosph9	rna-XR_001784704	0.0398357552871143	0.288761733550739
gene-Mtrfr	rna-NM_028310	1	NA
gene-Mtrfr	rna-NM_001134717	1	NA
gene-Sbno1	rna-NM_001359978	1	NA
gene-Sbno1	rna-NM_001359979	1	NA
gene-Sbno1	rna-NM_001081203	1	NA
gene-Kmt5a	rna-NM_001310725	1	NA
gene-Kmt5a	rna-NM_030241	1	NA
gene-Kmt5a	rna-NM_001310723	1	NA
gene-Kmt5a	rna-NM_001405388	1	NA
gene-Snrnp35	rna-XM_006530495	1	NA
gene-Snrnp35	rna-NM_029532	1	NA
gene-Snrnp35	rna-XM_006530494	1	NA
gene-Rilpl1	rna-NM_021430	1	NA
gene-Rilpl1	rna-XM_036165584	1	NA
gene-Ddx55	rna-XR_387576	1	NA
gene-Ddx55	rna-NM_026409	1	NA
gene-Ddx55	rna-XM_036165443	1	NA
gene-Dnah10	rna-NM_019536	1	NA
gene-Dnah10	rna-XM_036165324	1	NA
gene-Dnah10	rna-XM_036165326	1	NA
gene-Ccdc92	rna-NM_144819	1	NA
gene-Ccdc92	rna-XM_017320799	1	NA
gene-Ncor2	rna-NM_001253904	1	NA
gene-Ncor2	rna-XM_030254302	1	NA
gene-Ncor2	rna-XM_006504282	1	NA
gene-Ncor2	rna-XM_017320755	1	NA
gene-Ncor2	rna-XM_030254280	1	NA
gene-Ncor2	rna-XM_030254284	1	NA
gene-Scarb1	rna-NM_001205082	1	NA
gene-Scarb1	rna-NM_016741	1	NA
gene-Scarb1	rna-XM_030254309	1	NA
gene-Scarb1	rna-XM_017320764	1	NA
gene-Dhx37	rna-XM_017320765	1	NA
gene-Dhx37	rna-NM_203319	1	NA
gene-Dhx37	rna-NR_184665	1	NA
gene-Slc15a4	rna-XM_006504272	0.528736689366123	NA
gene-Slc15a4	rna-XR_003955563	0.528736689366123	NA
gene-Slc15a4	rna-NM_133895	0.528736689366123	NA
gene-Glt1d1	rna-XM_011240843	0.473448937331566	NA
gene-Glt1d1	rna-XM_030254573	0.473448937331566	NA
gene-Glt1d1	rna-XM_006504310	0.473448937331566	NA
gene-Glt1d1	rna-XM_006504311	0.473448937331566	NA
gene-Glt1d1	rna-NM_177005	0.473448937331566	NA
gene-Rimbp2	rna-NM_001081388	1	NA
gene-Rimbp2	rna-NM_001310733	1	NA
gene-Rimbp2	rna-NM_001378900	1	NA
gene-Stx2	rna-NM_001359022	1	NA
gene-Stx2	rna-NM_007941	1	NA
gene-Stx2	rna-NR_152615	1	NA
gene-Stx2	rna-XR_004942435	1	NA
gene-Stx2	rna-XM_006504276	1	NA
gene-Sfswap	rna-XM_006504305	0.416095997095771	NA
gene-Sfswap	rna-XM_011240841	0.416095997095771	NA
gene-Sfswap	rna-XM_017320872	0.416095997095771	NA
gene-Sfswap	rna-XM_030254435	0.416095997095771	NA
gene-Sfswap	rna-NM_172276	0.416095997095771	NA
gene-Sfswap	rna-NM_001378917	0.416095997095771	NA
gene-Mrps17	rna-XM_030254752	1	NA
gene-Mrps17	rna-NM_001356956	1	NA
gene-Mrps17	rna-NM_001356958	1	NA
gene-Mrps17	rna-NM_001356959	1	NA
gene-Nipsnap2	rna-XR_377052	1	NA
gene-Nipsnap2	rna-NM_008095	1	NA
gene-Sumf2	rna-XM_036165445	0.00585315665261099	1
gene-Sumf2	rna-NM_001417672	0.00585315665261099	0.172862554089004
gene-Sumf2	rna-NM_026445	0.00585315665261099	0.00209126728773207
gene-Sumf2	rna-NR_184560	0.00585315665261099	1
gene-Zbed5	rna-NM_183088	1	NA
gene-Zbed5	rna-XM_017321105	1	NA
gene-Zbed5	rna-XM_017321106	1	NA
gene-Vkorc1l1	rna-NM_001001327	1	NA
gene-Vkorc1l1	rna-NM_027121	1	NA
gene-Gusb	rna-NM_010368	0.419409820190915	NA
gene-Gusb	rna-NM_001357026	0.419409820190915	NA
gene-Gusb	rna-NM_001357027	0.419409820190915	NA
gene-Asl	rna-NM_133768	0.474579041671584	NA
gene-Asl	rna-XM_036164727	0.474579041671584	NA
gene-Asl	rna-XM_006504341	0.474579041671584	NA
gene-Rabgef1	rna-NM_001199059	0.917873136303669	NA
gene-Rabgef1	rna-NM_001378873	0.917873136303669	NA
gene-Tmem248	rna-NM_027854	0.385111652636457	NA
gene-Tmem248	rna-XM_030254811	0.385111652636457	NA
gene-Tyw1	rna-NM_001424774	1	NA
gene-Tyw1	rna-NM_001015876	1	NA
gene-Tyw1	rna-NM_001424777	1	NA
gene-Tyw1	rna-NM_001424778	1	NA
gene-Caln1	rna-NM_181045	0.0143848235452173	0
gene-Caln1	rna-NM_021371	0.0143848235452173	0
gene-Galnt17	rna-XM_006504402	1	NA
gene-Galnt17	rna-NM_145218	1	NA
gene-Rcc1l	rna-NM_033572	1	NA
gene-Rcc1l	rna-XM_011240917	1	NA
gene-Gtf2i	rna-NM_001359067	0.0415316369440318	0.0378179030224001
gene-Gtf2i	rna-NM_001080746	0.0415316369440318	1
gene-Gtf2i	rna-NM_010365	0.0415316369440318	1
gene-Gtf2i	rna-XM_036164810	0.0415316369440318	1
gene-Gtf2i	rna-XM_036164818	0.0415316369440318	0.0541081333125548
gene-Gtf2ird1	rna-NM_001081463	1	NA
gene-Gtf2ird1	rna-NM_001081464	1	NA
gene-Gtf2ird1	rna-NM_001347488	1	NA
gene-Clip2	rna-NM_001039162	1	NA
gene-Clip2	rna-NM_009990	1	NA
gene-Lat2	rna-XM_006504451	1	NA
gene-Lat2	rna-XM_006504452	1	NA
gene-Eif4h	rna-NM_001312867	1	NA
gene-Eif4h	rna-NM_033561	1	NA
gene-Limk1	rna-NM_001305875	1	NA
gene-Limk1	rna-NM_010717	1	NA
gene-Mettl27	rna-NM_001359536	1	NA
gene-Mettl27	rna-NM_024479	1	NA
gene-Abhd11	rna-NM_001190437	1	NA
gene-Abhd11	rna-NM_145215	1	NA
gene-Abhd11	rna-NR_033794	1	NA
gene-Stx1a	rna-NM_016801	0.925527238142384	NA
gene-Stx1a	rna-NR_152855	0.925527238142384	NA
gene-Bud23	rna-XM_011240904	1	NA
