"","Gene","Event_Type","Chromosome","Coordinates","Strand","dPSI_PE-Ctrl","p-val_PE-Ctrl","-log10(p-adj PE-Ctrl)","regulation"
"4436","Dock9","SE","NC_000080.7","121828766-121829806:121829839-121831748","-",0,0.3971861472,0.40100590695287,"not significant"
"4437","Dock9","SE","NC_000080.7","121829291-121829806:121829839-121831748","-",0.0001096931,0.4060939061,0.391373527542715,"not significant"
"4438","Dock9","SE","NC_000080.7","121829360-121829806:121829839-121831748","-",-0.002525169,0.3971861472,0.40100590695287,"not significant"
"4439","Dock9","SE","NC_000080.7","121858832-121859694:121859763-121860258","-",-0.0220676102,0.3971861472,0.40100590695287,"not significant"
"4440","Dok2","SE","NC_000080.7","71003552-71008985:71009013-71009111","+",-0.5,0.1700799201,0.769346956843222,"not significant"
"4441","Dolpp1","SE","NC_000068.8","30282524-30283659:30283865-30285671","+",-0.0135122329,0.2857142857,0.54406804437199,"not significant"
"4442","Dolpp1","SE","NC_000068.8","30285771-30285989:30286073-30286165","+",-0.0252139958,0.2857142857,0.54406804437199,"not significant"
"4443","Dolpp1","SE","NC_000068.8","30286542-30287031:30287159-30287480","+",0.0156816306,0.2857142857,0.54406804437199,"not significant"
"4444","Dop1a","SE","NC_000075.7","86349349-86361678:86361731-86367466","+",-0.0103104075,0.3741258741,0.426982255473869,"not significant"
"4445","Dop1a","SE","NC_000075.7","86382948-86383927:86384036-86385046","+",0,0.3741258741,0.426982255473869,"not significant"
"4446","Dop1a","SE","NC_000075.7","86382948-86383954:86384036-86385046","+",0,0.3741258741,0.426982255473869,"not significant"
"4447","Dop1a","SE","NC_000075.7","86388572-86388924:86388953-86389557","+",0.0005004669,0.3741258741,0.426982255473869,"not significant"
"4448","Dop1a","SE","NC_000075.7","86389790-86392668:86392804-86394611","+",0.249405605,0.0909090909,1.04139268520165,"included exon"
"4449","Dop1a","SE","NC_000075.7","86389790-86392668:86392804-86394614","+",0.1006836245,0.3741258741,0.426982255473869,"not significant"
"4450","Dop1a","SE","NC_000075.7","86427446-86430223:86430359-86430854","+",-0.010290441,0.3741258741,0.426982255473869,"not significant"
"4451","Dop1a","SE","NC_000075.7","86433828-86435451:86435501-86436069","+",0.0020756022,0.3741258741,0.426982255473869,"not significant"
"4452","Dop1b","SE","NC_000082.7","93513200-93521556:93522633-93536042","+",-0.0079029289,0.3871128871,0.412162370651447,"not significant"
"4453","Dop1b","SE","NC_000082.7","93513200-93521645:93522633-93536042","+",-0.0049865984,0.3871128871,0.412162370651447,"not significant"
"4454","Dop1b","SE","NC_000082.7","93574381-93577261:93577335-93577645","+",-0.0571968399,0.3871128871,0.412162370651447,"not significant"
"4455","Dop1b","SE","NC_000082.7","93577700-93578577:93578612-93579089","+",-0.0574468351,0.3871128871,0.412162370651447,"not significant"
"4456","Dop1b","SE","NC_000082.7","93579366-93584213:93585651-93589975","+",-0.0431344386,0.3871128871,0.412162370651447,"not significant"
"4457","Dot1l","SE","NC_000076.7","80627395-80627578:80627673-80627977","+",0.0510101752,0.321107464,0.493349599334344,"not significant"
"4458","Dot1l","SE","NC_000076.7","80627395-80627977:80628607-80629341","+",-0.025247194,0.329045954,0.48274344498335,"not significant"
"4459","Dpagt1_and_gene-H2ax","SE","NC_000075.7","44238502-44238849:44238969-44239250","+",-0.033573898,0.1883116883,0.725122722964463,"not significant"
"4460","Dpcd","SE","NC_000085.7","45549146-45549426:45549523-45553350","+",-0.0058141092,0.3451548452,0.461986025712285,"not significant"
"4461","Dpf1","SE","NC_000073.7","29010817-29011032:29011121-29012273","+",0.0430140399,0.2304362304,0.637449237810505,"not significant"
"4462","Dpf1","SE","NC_000073.7","29012638-29013564:29013614-29013708","+",0.0020328824,0.4275724276,0.368990308438141,"not significant"
"4463","Dpf2","SE","NC_000085.7","5952796-5953759:5953800-5954268","-",-0.0393354309,0.1648351648,0.782950133358062,"not significant"
"4464","Dph3","SE","NC_000080.7","31805203-31806864:31806938-31807367","-",0.0020540155,0.3711288711,0.43047525941651,"not significant"
"4465","Dph3","SE","NC_000080.7","31805203-31806864:31807064-31807367","-",0.0920078396,0.3711288711,0.43047525941651,"not significant"
"4466","Dph5","SE","NC_000069.7","115718900-115719215:115719359-115720346","+",0.0338358598,0.3566433566,0.447765861419922,"not significant"
"4467","Dph5","SE","NC_000069.7","115718900-115720346:115720449-115722158","+",0,0.3656343656,0.436952992125727,"not significant"
"4468","Dph6","SE","NC_000068.8","114350280-114353525:114353619-114366006","-",-0.0463580059,0.327006327,0.485443844420434,"not significant"
"4469","Dph6","SE","NC_000068.8","114366067-114376210:114376413-114398401","-",0.0055627449,0.3411588412,0.467043369409372,"not significant"
"4470","Dph7","SE","NC_000068.8","24852637-24853035:24853168-24853468","+",-0.0150086817,0.3528138528,0.45245437116922,"not significant"
"4471","Dph7","SE","NC_000068.8","24852822-24853035:24853168-24853468","+",-0.1236181602,0.3528138528,0.45245437116922,"not significant"
"4472","Dph7","SE","NC_000068.8","24852822-24853468:24853555-24855569","+",-0.0117163038,0.3528138528,0.45245437116922,"not significant"
"4473","Dph7","SE","NC_000068.8","24853168-24853468:24853555-24855569","+",-0.0040983812,0.3528138528,0.45245437116922,"not significant"
"4474","Dph7","SE","NC_000068.8","24853168-24853468:24853555-24855572","+",0.0160102938,0.3528138528,0.45245437116922,"not significant"
"4475","Dph7","SE","NC_000068.8","24855666-24856514:24856686-24858897","+",0.0056440172,0.3561438561,0.448374543344914,"not significant"
"4476","Dpp7","SE","NC_000068.8","25243528-25243620:25243738-25244245","-",-0.0771934865,0.2192807193,0.658999552862992,"not significant"
"4477","Dpp8","SE","NC_000075.7","64939905-64942157:64942293-64944251","+",0.0095159621,0.2867132867,0.542552180765452,"not significant"
"4478","Dpp8","SE","NC_000075.7","64981867-64982225:64982410-64983018","+",-0.0182657907,0.2867132867,0.542552180765452,"not significant"
"4479","Dpp9","SE","NC_000083.7","56496465-56496762:56496880-56496990","-",0.0040319343,0.3806193806,0.419509101825813,"not significant"
"4480","Dpy19l2","SE","NC_000075.7","24469483-24492426:24492551-24494084","-",0.4967369608,0.2212787213,0.655060346878467,"not significant"
"4481","Dpy19l2","SE","NC_000075.7","24498362-24501449:24501511-24528737","-",0,0.2212787213,0.655060346878467,"not significant"
"4482","Dpy19l2","SE","NC_000075.7","24498362-24501449:24501516-24528737","-",0,0.2212787213,0.655060346878467,"not significant"
"4483","Dpy19l2","SE","NC_000075.7","24539547-24542495:24542575-24555008","-",0,0.2212787213,0.655060346878467,"not significant"
"4484","Dpy19l2","SE","NC_000075.7","24557675-24561029:24561065-24569854","-",0.1449143153,0.2212787213,0.655060346878467,"not significant"
"4485","Dpy19l3","SE","NC_000073.7","35421104-35422132:35422255-35424716","-",-0.0959094536,0.0899100899,1.04619156808873,"skipped exon"
"4486","Dpy19l4","SE","NC_000070.7","11277985-11281004:11281124-11285054","-",-0.0167365624,0.3496503497,0.456366033067373,"not significant"
"4487","Dpy19l4","SE","NC_000070.7","11292688-11295357:11295504-11295936","-",-0.0050110356,0.3496503497,0.456366033067373,"not significant"
"4488","Dpy19l4","SE","NC_000070.7","11317180-11319786:11319818-11322000","-",-0.0057430354,0.3496503497,0.456366033067373,"not significant"
"4489","Dpysl4","SE","NC_000073.7","138666077-138668159:138668314-138669426","+",0.0033838814,0.3506493506,0.455126961074617,"not significant"
"4490","Dram2","SE","NC_000069.7","106455236-106457815:106457991-106459472","+",0.1302437881,0.124042624,0.906429055263903,"not significant"
"4491","Dram2","SE","NC_000069.7","106455236-106459472:106459596-106462480","+",-0.0012208522,0.3636363636,0.439332693873692,"not significant"
"4492","Dram2","SE","NC_000069.7","106459596-106462480:106462624-106469065","+",0.1106662345,0.124042624,0.906429055263903,"not significant"
"4493","Dram2","SE","NC_000069.7","106459596-106462483:106462624-106469065","+",0.3567745488,0.124042624,0.906429055263903,"not significant"
"4494","Drc1","SE","NC_000071.7","30486604-30499008:30499095-30500012","+",0.2176766115,0.2472527473,0.606858874126733,"not significant"
"4495","Drc1","SE","NC_000071.7","30500124-30502835:30503018-30504400","+",0.1114955013,0.2472527473,0.606858874126733,"not significant"
"4496","Drc1","SE","NC_000071.7","30504537-30506007:30506093-30507745","+",0.0599373641,0.2472527473,0.606858874126733,"not significant"
"4497","Drc3","SE","NC_000077.7","60245026-60249444:60249642-60254290","+",0.0582506955,0.2477522478,0.605982396569396,"not significant"
"4498","Drd2","SE","NC_000075.7","49313555-49314494:49314580-49316052","+",0.054902257,0.2087912088,0.680287791349979,"not significant"
"4499","Drosha","SE","NC_000081.7","12827378-12830389:12830522-12833915","+",0.0103755585,0.4175824176,0.379257795685997,"not significant"
"4500","Drosha","SE","NC_000081.7","12905787-12907410:12907480-12912597","+",-0.0031315267,0.4175824176,0.379257795685997,"not significant"
"4501","Drp2","SE","NC_000086.8","133305179-133305635:133305703-133324525","+",0.1894421922,0.3821178821,0.417802638010006,"not significant"
"4502","Drp2","SE","NC_000086.8","133324702-133327801:133327926-133329063","+",0.0025976741,0.3821178821,0.417802638010006,"not significant"
"4503","Drp2","SE","NC_000086.8","133324702-133327806:133327926-133329063","+",0.0008394579,0.3821178821,0.417802638010006,"not significant"
"4504","Drp2","SE","NC_000086.8","133329226-133331224:133331380-133332280","+",0.019116008,0.3821178821,0.417802638010006,"not significant"
"4505","Dsc2","SE","NC_000084.7","20165460-20165547:20165592-20166119","-",-0.25,0.1328671329,0.876582436404802,"not significant"
"4506","Dsc2","SE","NC_000084.7","20181451-20181840:20181874-20183063","-",0.25,0.1328671329,0.876582436404802,"not significant"
"4507","Dsc3","SE","NC_000084.7","20096626-20096706:20096748-20098685","-",0.0765164387,0.2332667333,0.632147192515252,"not significant"
"4508","Dscam","SE","NC_000082.7","96394614-96398994:96399056-96409236","-",-0.0082355622,0.3736263736,0.427562475309495,"not significant"
"4509","Dscam","SE","NC_000082.7","96442114-96444530:96444555-96444979","-",0,0.3736263736,0.427562475309495,"not significant"
"4510","Dscaml1","SE","NC_000075.7","45581569-45583924:45584213-45585749","+",0.0170954532,0.4010989011,0.396748527863429,"not significant"
"4511","Dscaml1","SE","NC_000075.7","45581569-45583924:45584220-45585749","+",0.0071812426,0.4010989011,0.396748527863429,"not significant"
"4512","Dscc1","SE","NC_000081.7","54946494-54946801:54946989-54947445","-",0.0336608065,0.2777222777,0.55638928159608,"not significant"
"4513","Dsg1a","SE","NC_000084.7","20464771-20465076:20465215-20466537","+",-0.5,0.0849150849,1.07101515184218,"skipped exon"
"4514","Dst_and_gene-Gm53546_and_gene-Mir6896","SE","NC_000067.7","34153103-34153630:34153665-34155199","+",-0.0711152217,0.2922077922,0.534308207072701,"not significant"
"4515","Dst_and_gene-Gm53546_and_gene-Mir6896","SE","NC_000067.7","34288719-34288885:34289211-34289691","+",0.0282138494,0.2922077922,0.534308207072701,"not significant"
"4516","Dst_and_gene-Gm53546_and_gene-Mir6896","SE","NC_000067.7","34334617-34335823:34335840-34338802","+",-0.0355571947,0.2922077922,0.534308207072701,"not significant"
"4517","Dst_and_gene-Gm53546_and_gene-Mir6896","SE","NC_000067.7","34338919-34340942:34341013-34341911","+",-0.0339382318,0.2922077922,0.534308207072701,"not significant"
"4518","Dst_and_gene-Gm53546_and_gene-Mir6896","SE","NC_000067.7","34342113-34342502:34342612-34345609","+",0.0119752658,0.3609247895,0.44258328814462,"not significant"
"4519","Dstyk","SE","NC_000067.7","132345608-132357172:132357314-132361837","+",-0.0091935424,0.3186813187,0.496643394396679,"not significant"
"4520","Dstyk","SE","NC_000067.7","132377713-132379279:132380732-132380825","+",-0.0130744242,0.3186813187,0.496643394396679,"not significant"
"4521","Dtl","SE","NC_000067.7","191295288-191297431:191297462-191300403","-",0,0.3431568432,0.464507336029131,"not significant"
"4522","Dtna","SE","NC_000084.7","23443328-23485607:23485734-23608173","+",0.0442003913,0.3446553447,0.462614982349775,"not significant"
"4523","Dtna","SE","NC_000084.7","23608299-23630536:23630760-23668219","+",0.0015554224,0.3446553447,0.462614982349775,"not significant"
"4524","Dtna","SE","NC_000084.7","23608299-23630539:23630760-23668219","+",-0.0023146507,0.3446553447,0.462614982349775,"not significant"
"4525","Dtna","SE","NC_000084.7","23730615-23733460:23733468-23735648","+",-0.065005686,0.3446553447,0.462614982349775,"not significant"
"4526","Dtna","SE","NC_000084.7","23735731-23743521:23743598-23744121","+",0.1290257424,0.3446553447,0.462614982349775,"not significant"
"4527","Dtna","SE","NC_000084.7","23735731-23744121:23744213-23754444","+",-0.0109005128,0.3446553447,0.462614982349775,"not significant"
"4528","Dtna","SE","NC_000084.7","23764485-23766275:23766295-23776204","+",0.0438654839,0.3446553447,0.462614982349775,"not significant"
"4529","Dtna","SE","NC_000084.7","23784705-23786386:23786434-23791662","+",0.0554602945,0.3446553447,0.462614982349775,"not significant"
"4530","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3646862-3667606:3667691-3682810","+",-0.0376174954,0.3431568432,0.464507336029131,"not significant"
"4531","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3682964-3693917:3694022-3698223","+",-0.0181955331,0.3431568432,0.464507336029131,"not significant"
"4532","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3768489-3782618:3782707-3784939","+",0.0139862599,0.3431568432,0.464507336029131,"not significant"
"4533","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3801907-3804096:3804116-3822587","+",-0.0167664885,0.3431568432,0.464507336029131,"not significant"
"4534","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3822746-3823551:3823640-3824570","+",0.0721079712,0.3431568432,0.464507336029131,"not significant"
"4535","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3822746-3823551:3823640-3829619","+",0.0400348376,0.3431568432,0.464507336029131,"not significant"
"4536","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3822746-3823551:3824610-3829619","+",0.0696446942,0.3431568432,0.464507336029131,"not significant"
"4537","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3822746-3824570:3824610-3829619","+",0.0789644328,0.3431568432,0.464507336029131,"not significant"
"4538","Dtnb_and_gene-Gm53748","SE","NC_000078.7","3823640-3824570:3824610-3829619","+",0.1829951502,0.3431568432,0.464507336029131,"not significant"
"4539","Dtnbp1","SE","NC_000079.7","45084627-45100341:45105856-45106648","-",0.0004026417,0.4170829171,0.37977759764191,"not significant"
"4540","Dtnbp1","SE","NC_000079.7","45084627-45100345:45105856-45106648","-",0,0.4170829171,0.37977759764191,"not significant"
"4541","Dtwd1","SE","NC_000068.8","125996780-126000330:126000473-126001690","+",0.0005197041,0.3556443556,0.448984079560608,"not significant"
"4542","Dtwd2","SE","NC_000084.7","49833454-49856689:49856881-49857180","-",0.0065287497,0.2892107892,0.538785509432065,"not significant"
"4543","Dtx2","SE","NC_000071.7","136023820-136024101:136024178-136025144","+",0,0.3761238761,0.424669096970168,"not significant"
"4544","Dtx2","SE","NC_000071.7","136023820-136025144:136025306-136038868","+",0.033377151,0.3761238761,0.424669096970168,"not significant"
"4545","Dtx2","SE","NC_000071.7","136050712-136055324:136055461-136057353","+",-0.0357562988,0.3761238761,0.424669096970168,"not significant"
"4546","Dus1l","SE","NC_000077.7","120684772-120685094:120685144-120685729","-",-0.0268259018,0.3501498501,0.455746055238471,"not significant"
"4547","Dus2","SE","NC_000074.7","106757075-106758330:106758373-106760355","+",-0.0347558352,0.3242757243,0.489085561956594,"not significant"
"4548","Dus3l","SE","NC_000083.7","57075413-57075518:57075628-57075806","+",-0.0163797201,0.2872127872,0.541796228473005,"not significant"
"4549","Dus4l","SE","NC_000078.7","31692885-31696620:31696737-31698765","-",0.0073256156,0.3416583417,0.46640797137023,"not significant"
"4550","Dus4l","SE","NC_000078.7","31696737-31698765:31698886-31702290","-",-0.0016061658,0.3416583417,0.46640797137023,"not significant"
"4551","Dusp11","SE","NC_000072.7","85927075-85927496:85927542-85929287","-",0.0454599786,0.2067932068,0.684463732008134,"not significant"
"4552","Dusp12","SE","NC_000067.7","170702139-170707229:170707415-170707699","-",0.0033059037,0.3701298701,0.43164586519902,"not significant"
"4553","Dusp12","SE","NC_000067.7","170707795-170708142:170708260-170708484","-",0.0238077844,0.3701298701,0.43164586519902,"not significant"
"4554","Dusp14","SE","NC_000077.7","83940136-83941658:83941746-83959096","-",0,0.3481518482,0.458231294985224,"not significant"
"4555","Dusp15","SE","NC_000068.8","152791040-152792541:152792574-152793255","-",0.060366874,0.3436563437,0.463875634852618,"not significant"
"4556","Dusp16","SE","NC_000072.7","134738397-134750955:134751016-134769240","-",-0.0358891466,0.3161838162,0.500060363103715,"not significant"
"4557","Dusp16","SE","NC_000072.7","134738397-134768034:134768154-134769240","-",-0.007277091,0.3161838162,0.500060363103715,"not significant"
"4558","Dusp3","SE","NC_000077.7","101865765-101872443:101872669-101875438","-",0.0376181199,0.2347652348,0.62936621514327,"not significant"
"4559","Dusp6","SE","NC_000076.7","99099953-99100406:99100843-99101854","+",0.0033614819,0.3606393606,0.44292687562106,"not significant"
"4560","Duxbl1","SE","NC_000080.7","25980945-25981352:25982003-25983627","+",-0.0453699275,0.2822177822,0.549415625351226,"not significant"
"4561","Dvl1","SE","NC_000070.7","155939796-155939924:155940076-155940589","+",0,0.4005994006,0.397289704858486,"not significant"
"4562","Dvl1","SE","NC_000070.7","155941277-155941953:155941991-155942450","+",-0.0236276249,0.4005994006,0.397289704858486,"not significant"
"4563","Dvl3","SE","NC_000082.7","20342825-20343002:20343095-20343269","+",-0.0019450985,0.4220779221,0.374607364170891,"not significant"
"4564","Dym","SE","NC_000084.7","75189834-75196172:75196244-75213274","+",0.0111964641,0.3686313686,0.433407711357215,"not significant"
"4565","Dym","SE","NC_000084.7","75259990-75295538:75295702-75332234","+",-0.0028221608,0.3686313686,0.433407711357215,"not significant"
"4566","Dym","SE","NC_000084.7","75259990-75332234:75332336-75363061","+",0.0338992542,0.3686313686,0.433407711357215,"not significant"
"4567","Dym","SE","NC_000084.7","75332336-75363061:75363243-75376356","+",-0.0063958323,0.3686313686,0.433407711357215,"not significant"
"4568","Dync1i1","SE","NC_000072.7","5725936-5730536:5730701-5757378","+",-0.0019664833,0.4180819181,0.378738615131257,"not significant"
"4569","Dync1i1","SE","NC_000072.7","5769791-5784439:5784498-5800775","+",0.0199876282,0.4180819181,0.378738615131257,"not significant"
"4570","Dync1i2","SE","NC_000068.8","71049762-71053475:71053525-71058171","+",0.0079939483,0.3636363636,0.439332693873692,"not significant"
"4571","Dync1i2","SE","NC_000068.8","71049762-71053490:71053525-71058171","+",0,0.3636363636,0.439332693873692,"not significant"
"4572","Dync1i2","SE","NC_000068.8","71049762-71058171:71058188-71058944","+",-0.0074127176,0.3636363636,0.439332693873692,"not significant"
"4573","Dync1i2","SE","NC_000068.8","71059034-71063993:71064052-71066259","+",-0.0146097054,0.3636363636,0.439332693873692,"not significant"
"4574","Dync1li2","SE","NC_000074.7","105149862-105150218:105150259-105152071","-",0.0362415992,0.1648351648,0.782950133358062,"not significant"
"4575","Dync2h1","SE","NC_000075.7","7044428-7045349:7045369-7049083","-",0.0021323333,0.3456543457,0.46135797862918,"not significant"
"4576","Dync2i1","SE","NC_000078.7","116180161-116181724:116181775-116182237","-",0.0199652655,0.2912087912,0.535795518397397,"not significant"
"4577","Dync2i1","SE","NC_000078.7","116221094-116226159:116226308-116226471","-",-0.0362335895,0.2912087912,0.535795518397397,"not significant"
"4578","Dync2i1","SE","NC_000078.7","116221094-116226207:116226308-116226471","-",0.0180280455,0.2912087912,0.535795518397397,"not significant"
"4579","Dynlt1c","SE","NC_000083.7","6869235-6870886:6870927-6874011","+",0.0014453237,0.4470529471,0.349641037781678,"not significant"
"4580","Dynlt1c","SE","NC_000083.7","6870927-6873113:6873343-6874011","+",0,0.4470529471,0.349641037781678,"not significant"
"4581","Dynlt1c","SE","NC_000083.7","6870927-6873124:6873343-6874011","+",0.0064769548,0.4470529471,0.349641037781678,"not significant"
"4582","Dynlt1c","SE","NC_000083.7","6870927-6873131:6873343-6874011","+",0.0012046556,0.4470529471,0.349641037781678,"not significant"
"4583","Dynlt1c","SE","NC_000083.7","6874134-6874473:6874550-6874900","+",0.0015050898,0.4470529471,0.349641037781678,"not significant"
"4584","Dynlt1c","SE","NC_000083.7","6874134-6874473:6874669-6874900","+",0.0514512468,0.4470529471,0.349641037781678,"not significant"
"4585","Dynlt2b","SE","NC_000082.7","32238745-32241638:32241771-32244059","+",0.006652029,0.3566433566,0.447765861419922,"not significant"
"4586","Dynlt2b","SE","NC_000082.7","32241771-32244059:32244128-32245676","+",-0.0030014589,0.3566433566,0.447765861419922,"not significant"
"4587","Dyrk1a","SE","NC_000082.7","94371393-94412278:94412363-94460356","+",0.0516153357,0.3363303363,0.473233958455511,"not significant"
"4588","Dyrk1b","SE","NC_000073.7","27884861-27885139:27885174-27885259","+",-0.0041776568,0.3726273726,0.428725245702534,"not significant"
"4589","Dyrk3","SE","NC_000067.7","131057982-131060547:131060619-131063997","-",-0.0039420182,0.3701298701,0.43164586519902,"not significant"
"4590","Dyrk3","SE","NC_000067.7","131057982-131063997:131064108-131065817","-",0,0.3701298701,0.43164586519902,"not significant"
"4591","Dysf","SE","NC_000072.7","84040417-84041453:84041545-84041858","+",0.2839538258,0.2622377622,0.581304769799881,"not significant"
"4592","Dysf","SE","NC_000072.7","84064856-84073459:84073500-84074690","+",-0.2256449893,0.2622377622,0.581304769799881,"not significant"
"4593","Dysf","SE","NC_000072.7","84118934-84124297:84124344-84126657","+",0.4987522905,0.2622377622,0.581304769799881,"not significant"
"4594","Dysf","SE","NC_000072.7","84129391-84134121:84134183-84156654","+",0.1078387584,0.2622377622,0.581304769799881,"not significant"
"4595","Dysf","SE","NC_000072.7","84156752-84158352:84158440-84162940","+",0,0.2622377622,0.581304769799881,"not significant"
"4596","Dzank1","SE","NC_000068.8","144318067-144320935:144321062-144321525","-",-0.0417728131,0.2232767233,0.651156549966088,"not significant"
"4597","Dzank1","SE","NC_000068.8","144332197-144333692:144333814-144343347","-",0.1359855567,0.2232767233,0.651156549966088,"not significant"
"4598","Dzank1","SE","NC_000068.8","144332197-144333692:144333817-144343347","-",-0.0671655711,0.2232767233,0.651156549966088,"not significant"
"4599","Dzank1","SE","NC_000068.8","144343439-144344838:144344951-144346260","-",-0.1146160717,0.2232767233,0.651156549966088,"not significant"
"4600","Dzip1","SE","NC_000080.7","119116924-119117281:119118267-119118422","-",-0.0004657248,0.4180819181,0.378738615131257,"not significant"
"4601","Dzip1","SE","NC_000080.7","119129244-119133263:119133319-119137398","-",0.004651172,0.3881832453,0.41096321348858,"not significant"
"4602","Dzip1","SE","NC_000080.7","119149978-119150525:119150622-119152602","-",0.1217416563,0.1918081918,0.717132848794317,"not significant"
"4603","Dzip1","SE","NC_000080.7","119149978-119150525:119150690-119152602","-",-0.0073683338,0.3881832453,0.41096321348858,"not significant"
"4604","Dzip1","SE","NC_000080.7","119160579-119161309:119161429-119161837","-",-0.0252306427,0.3796203796,0.420650480885823,"not significant"
"4605","Dzip1","SE","NC_000080.7","119160579-119161309:119161507-119161837","-",-0.0260461734,0.3796203796,0.420650480885823,"not significant"
"4606","Dzip1l","SE","NC_000075.7","99511722-99514690:99514801-99519400","+",0.0251829351,0.3210851648,0.493379759816045,"not significant"
"4607","Dzip1l","SE","NC_000075.7","99512015-99514690:99514801-99519400","+",-0.3289971121,0.3210851648,0.493379759816045,"not significant"
"4608","Dzip1l","SE","NC_000075.7","99545769-99546235:99546526-99547768","+",0,0.3291708292,0.482578658510803,"not significant"
"4609","Dzip3_and_gene-Gm22576","SE","NC_000082.7","48763915-48765126:48765291-48765961","-",-0.0089269318,0.3491508492,0.456986897336482,"not significant"
"4610","Dzip3_and_gene-Gm22576","SE","NC_000082.7","48770396-48771906:48772523-48774090","-",-0.0853387787,0.2397602398,0.620222835695692,"not significant"
"4611","Dzip3_and_gene-Gm22576","SE","NC_000082.7","48774166-48778016:48778068-48778782","-",-0.0074344397,0.3491508492,0.456986897336482,"not significant"
"4612","Dzip3_and_gene-Gm22576","SE","NC_000082.7","48792699-48792835:48792971-48795786","-",0.018708996,0.3491508492,0.456986897336482,"not significant"
"4613","E130006D01Rik","SE","NC_000071.7","111882495-111886993:111887079-111887702","-",-0.2839376193,0.1048951049,0.979244778389114,"not significant"
"4614","E130308A19Rik","SE","NC_000070.7","59626491-59686677:59687145-59690144","+",0,0.3311688312,0.479950544697652,"not significant"
"4615","E130308A19Rik","SE","NC_000070.7","59626491-59686677:59687255-59690144","+",0.0169376006,0.3311688312,0.479950544697652,"not significant"
"4616","E130308A19Rik","SE","NC_000070.7","59691338-59719641:59720687-59733258","+",-0.069302476,0.3311688312,0.479950544697652,"not significant"
"4617","E130308A19Rik","SE","NC_000070.7","59691338-59719641:59720687-59737562","+",-0.1841852305,0.315018315,0.501664195822438,"not significant"
"4618","E130308A19Rik","SE","NC_000070.7","59691338-59733258:59733374-59737562","+",0.0321155422,0.3311688312,0.479950544697652,"not significant"
"4619","E130311K13Rik","SE","NC_000069.7","63827782-63832755:63832902-63834685","-",-0.0276042488,0.2927072927,0.533566457136029,"not significant"
"4620","E2f2","SE","NC_000070.7","135900349-135905747:135905852-135907669","+",-0.0027708827,0.2842157842,0.546351806772348,"not significant"
"4621","E2f5","SE","NC_000069.7","14644083-14646196:14646266-14652370","+",-0.0028199791,0.3671328671,0.435176734097985,"not significant"
"4622","E2f6","SE","NC_000078.7","16861316-16862250:16862373-16863848","+",-0.0053321035,0.3406593407,0.467679698434986,"not significant"
"4623","E2f6","SE","NC_000078.7","16861316-16862290:16862373-16863848","+",0.1186832191,0.2164502165,0.664641975456238,"not significant"
"4624","E2f6","SE","NC_000078.7","16861316-16863848:16863913-16866401","+",-0.1566168189,0.1873126873,0.727432805444997,"not significant"
"4625","E2f6","SE","NC_000078.7","16863913-16865274:16865487-16866401","+",0.019435311,0.3406593407,0.467679698434986,"not significant"
"4626","E2f7","SE","NC_000076.7","110582285-110583904:110584013-110589942","+",0.0057052874,0.2837162837,0.547115737457207,"not significant"
"4627","E430024I08Rik_and_gene-Gm57595","SE","NC_000079.7","74598481-74610032:74610124-74610701","-",0,0.3461538462,0.460730838473587,"not significant"
"4628","Eapp_and_gene-Gm36262","SE","NC_000078.7","54720635-54725295:54725408-54732645","-",0.00170124,0.3911088911,0.407702311095229,"not significant"
"4629","Ebf1","SE","NC_000077.7","44509139-44509973:44510090-44511241","+",0,0.3961038961,0.402190885829968,"not significant"
"4630","Ebf1","SE","NC_000077.7","44509139-44509973:44510100-44511241","+",0,0.3961038961,0.402190885829968,"not significant"
"4631","Ebf1","SE","NC_000077.7","44882417-44883136:44883315-44886833","+",0,0.3961038961,0.402190885829968,"not significant"
"4632","Ebf3","SE","NC_000073.7","136798131-136799160:136799272-136800221","-",-0.0255226995,0.2967032967,0.527677628166932,"not significant"
"4633","Ebf3","SE","NC_000073.7","136800310-136800823:136801011-136802112","-",0,0.2967032967,0.527677628166932,"not significant"
"4634","Ebf3","SE","NC_000073.7","136800418-136800823:136801011-136802112","-",0.0180908247,0.2967032967,0.527677628166932,"not significant"
"4635","Ebi3","SE","NC_000083.7","56259928-56260889:56261018-56261303","+",0,0.2807192807,0.551727757604067,"not significant"
"4636","Ece1","SE","NC_000070.7","137589692-137632381:137632466-137641079","+",0.0875307551,0.1498501499,0.824342818279162,"not significant"
"4637","Echdc2","SE","NC_000070.7","108022858-108026912:108026979-108027058","+",0.0617802221,0.2882117882,0.540288260005332,"not significant"
"4638","Echdc2","SE","NC_000070.7","108031371-108032456:108032614-108034270","+",-0.0256845855,0.2882117882,0.540288260005332,"not significant"
"4639","Ecm1_and_gene-Mir7014","SE","NC_000069.7","95642731-95643159:95643533-95643784","-",0,0.3211788212,0.49325310019044,"not significant"
