gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4	PREECLAMPSIA_REP1	PREECLAMPSIA_REP2	PREECLAMPSIA_REP3	PREECLAMPSIA_REP4
gene-Enkd1	13.125202	17.115583	12.605166	12.013167	12.449343	11.482679	9.685597	10.197589
gene-Enkur	3.489568	1.99003	3.881846	5.079805	3.072531	3.786435	2.954471	4.398442
gene-Eno1	504.857858	488.970308	520.467918	494.483509	530.438442	550.05203	559.642836	581.101411
gene-Eno1b	8.387496	5.828646	6.091056	7.257291	7.158749	7.527342	6.648915	6.971445
gene-Eno2	44.912239	40.563939	39.587417	42.415324	44.439786	49.753214	51.055271	46.689611
gene-Eno3	10.454978	8.534871	11.298636	13.238103	10.630782	10.836837	7.093857	8.107513
gene-Eno4	0.973358	1.360353	0.869532	1.188368	1.682444	0.83717	1.127366	0.680692
gene-Enoph1	46.039131	45.076161	45.414511	43.219091	48.330126	46.603168	50.174863	47.73013
gene-Enox1	32.45565	36.669537	35.412011	35.245687	33.47399	31.947167	34.711285	35.09595
gene-Enox2	10.115274	9.154158	8.344209	9.003624	7.956152	7.304888	9.266684	8.723802
gene-Enpep	0.420668	0.5284	0.286685	0.28045	0.73991	0.298479	0.533297	0.675812
gene-Enpp1	0.39953	0.56629	0.321347	0.312734	0.39802	0.223552	0.435961	0.377842
gene-Enpp2	10.421278	9.250193	8.495306	11.085776	14.582362	8.18284	10.636837	10.930394
gene-Enpp3	0.938913	1.053373	0.78964	1.071508	1.651137	0.7024	1.49143	1.281997
gene-Enpp4	4.243453	4.098337	4.464597	4.47401	5.425684	5.089239	4.992424	5.599788
gene-Enpp5	58.515864	56.884096	56.769672	59.968889	70.625944	75.550747	69.756833	64.095329
gene-Enpp6	0	0.029369	0.029876	0	0.064976	0.031135	0.031804	0.089075
gene-Enpp7	0	0	0	0	0	0	0	0
gene-Ensa	146.63745	144.367442	149.210907	144.52658	146.464553	149.946603	149.811006	150.007477
gene-Enthd1	0	0	0	0.10279	0.099415	0	0	0.078174
gene-Entpd1	4.048332	5.618634	4.535603	4.511514	4.873532	5.470316	5.596411	4.656266
gene-Entpd2	5.54671	5.558661	3.888311	4.243426	3.246143	2.190003	5.194148	5.5515
gene-Entpd3	3.927557	3.90733	4.56371	5.16148	4.509328	5.646809	4.278103	4.502511
gene-Entpd4	0	0	4.288098	0	7.784896	7.285577	7.519028	0
gene-Entpd4b	43.406645	44.724452	36.741704	42.736287	31.18753	38.643472	35.883643	45.270322
gene-Entpd5	7.728953	7.318989	6.448595	8.16658	7.460576	7.126338	7.87828	7.144307
gene-Entpd6	34.171776	42.117591	35.14001	40.974875	34.718328	36.694291	37.415453	38.479645
gene-Entpd7	6.50046	7.581867	8.196195	7.786788	7.392521	6.279423	6.726844	6.976666
gene-Entpd8	0	0	0.206757	0	0	0	0	0.198007
gene-Entr1	98.599134	99.495156	98.501527	103.317125	100.794971	99.850843	85.709196	77.163318
gene-Entrep1	4.298248	4.601127	4.131921	4.299838	4.534484	3.827878	3.7193	4.018136
gene-Entrep2	11.744765	12.149819	9.500332	11.747193	11.147326	11.498852	12.178353	12.335688
gene-Entrep3	25.404874	29.776347	29.683825	28.51759	26.240658	25.034248	22.875535	20.972872
gene-Eny2	61.023363	58.265077	62.780763	66.214223	63.355298	55.744823	62.108614	57.941035
gene-Eogt	12.123513	13.210467	11.204924	12.013158	15.37452	12.950109	13.097713	10.372423
gene-Eola1	24.819707	21.909689	24.551258	26.435167	29.898452	33.613109	34.470763	27.639147
gene-Eomes	52.127065	52.446518	54.519801	50.460654	27.442905	22.390071	28.234655	38.133978
gene-Ep300	32.584749	36.418111	37.360707	39.527942	38.884149	37.866136	34.066597	36.713274
gene-Ep400	43.725239	46.111526	48.058428	49.905468	47.421237	45.944994	44.097522	42.561339
gene-Epas1	11.703327	12.470257	12.94691	14.982036	11.908286	9.659694	11.220482	11.489087
gene-Epb41	79.796981	85.951135	86.895046	90.209501	82.620448	79.260169	80.337143	79.943043
gene-Epb41l1	91.993074	92.936424	89.998077	95.136508	102.367061	100.826339	106.574183	97.934187
gene-Epb41l2	15.501674	17.436913	15.477808	16.51156	19.233981	18.514889	16.696722	15.654858
gene-Epb41l3	60.537972	57.923628	59.195324	56.866584	62.869034	59.946882	58.507708	56.6102
gene-Epb41l4a	14.878016	13.125981	11.487239	14.066567	9.836431	11.858387	10.064569	13.698058
gene-Epb41l4aos	81.268733	57.141934	88.861272	58.834502	96.392965	92.766671	111.035513	62.276508
gene-Epb41l4b	2.670046	3.036336	2.479043	2.785341	3.042314	3.398889	2.550783	2.401603
gene-Epb41l5	8.858233	8.993259	9.747861	8.221356	9.765741	7.541421	7.805509	8.101764
gene-Epb42	0	0.085436	0	0.048577	0.141556	0	0.046109	0.043064
gene-Epc1	58.578576	63.767042	65.560963	65.554162	65.133287	59.573374	63.293219	60.975066
gene-Epc2	46.969031	44.23507	48.741598	50.841896	54.765756	48.07278	52.296873	48.84028
gene-Epcam	0.320875	0.241256	0.572749	0.365535	0.265389	0.253722	0.258041	0.72382
gene-Epcip	0.089564	0.180121	1.379508	0.22134	0.239344	1.173325	0.58838	0.27355
gene-Epdr1	14.223901	16.8269	15.270696	13.541199	14.087834	13.760502	15.815889	14.444889
gene-Epg5	12.678668	13.944622	14.186542	13.737736	15.4159	15.750024	15.625037	13.996912
gene-Epgn	0.306264	0.306676	0.312047	0.464461	0.448733	0.107143	0.87012	0
gene-Epha1	0	0	0.083825	0	0	0.049311	0.088078	0.082359
gene-Epha10	5.383305	4.911011	3.607772	5.18683	6.294848	6.741485	5.034425	4.755298
gene-Epha2	1.247095	0.683453	0.713031	1.165903	1.888303	1.165733	0.820627	1.034538
gene-Epha3	42.400993	48.678634	52.388851	51.645323	52.549996	56.817436	54.308733	55.736906
gene-Epha4	80.981282	93.567911	94.61707	95.582713	92.468224	75.564811	72.10103	82.486167
gene-Epha5	83.809908	89.580057	95.977076	98.925327	102.582242	107.350913	101.305314	101.529323
gene-Epha6	4.171988	4.182502	4.953731	4.673463	5.398373	5.786615	5.188001	5.532163
gene-Epha7	42.693299	47.071717	47.750781	44.81399	54.877162	62.862539	52.964812	55.000289
gene-Epha8	9.72531	13.006529	12.556941	13.372023	15.968269	14.95139	14.902059	12.383769
gene-Ephb1	58.803063	61.897158	65.582994	67.962532	56.667649	52.931361	60.666265	58.411163
gene-Ephb2	49.118473	57.777995	55.040622	53.195986	55.177773	52.350826	52.960039	52.679276
gene-Ephb3	9.337168	8.704665	8.383366	9.047921	4.614032	7.405253	6.518857	8.212137
gene-Ephb4	7.803147	7.500659	7.077042	7.283145	6.296564	4.660133	4.865883	7.427027
gene-Ephb6	40.707792	42.038791	40.861535	45.444831	41.10351	41.512679	40.974243	38.652429
gene-Ephx1	6.686889	5.675946	4.356806	6.108152	6.230656	3.654384	4.452663	4.661611
gene-Ephx2	0.923409	1.12519	1.112899	0.547975	0.83266	0.353741	0.601742	0.803772
gene-Ephx3	0.066593	0.130503	0.067968	0.075935	0	0.140816	0.07169	0.201012
gene-Ephx4	12.355138	9.387268	11.318257	10.652285	5.573614	8.507612	6.469187	9.547409
gene-Epm2a	11.051162	5.612514	7.18876	8.792111	11.166064	9.12095	10.163121	10.852284
gene-Epm2aip1	71.147818	73.240237	72.626964	78.190553	96.41835	94.734965	93.830748	86.301007
gene-Epn1	225.981918	230.817023	219.744383	230.835313	189.655529	175.957302	205.616006	210.566943
gene-Epn2	63.582845	58.41927	59.246705	61.2311	61.967255	61.087235	59.693771	56.322817
gene-Epn3	0.574659	0.040752	0.331657	0.41709	0.510431	0.215622	0.264049	0.357761
gene-Epo	0	0	0	0	0	0	0	0
gene-Epop	14.919069	17.66706	15.366442	11.969365	11.674767	8.174788	12.18557	12.292831
gene-Epor	0.530087	0.726361	0.111378	0.319077	0.600132	0.876066	0.628064	0.435192
gene-Eppin	0	0	0	0	0	0	0	0
gene-Eppk1	0.35953	0.438258	0.348865	0.368645	0.388105	0.547625	0.421696	0.290593
gene-Eprn	0.146664	0	0	0	0.320037	0	0	0
gene-Eprs1	81.683608	85.785206	88.116334	87.72085	96.295944	99.667207	103.038192	100.125017
gene-Eps15	42.951127	43.171426	39.042067	42.680019	53.105599	52.87235	47.845985	51.404801
gene-Eps15l1	56.910597	63.763515	67.900906	64.564106	62.298347	61.704058	54.665875	51.233542
gene-Eps8	8.839541	9.516659	7.670339	9.125637	9.7371	10.484625	9.400826	9.279946
gene-Eps8l1	2.027613	1.825136	2.113652	4.000833	2.765832	2.744975	2.939006	1.886936
gene-Eps8l2	0.297573	0.298796	0.506626	0.396356	0.329787	0.157871	0.321961	0.300764
gene-Eps8l3	0.566593	0.071491	0.218206	0.081252	0	0.199837	0	0.253619
gene-Epsti1	0.271993	0.371063	0.184856	0.159035	0.598881	0	0	0.181294
gene-Epx	0.068189	0.273609	0.139185	0.077747	0.075343	0.140059	0	0.205744
gene-Epyc	0	0.100771	0	0	0	0.088874	0.107255	0
gene-Eqtn	0.492133	0.666928	0.640508	0.080147	1.127334	0.608425	0.764391	0.494688
gene-Eral1	20.223946	16.713981	19.110257	22.282754	18.381184	20.093806	16.982283	20.511506
gene-Erap1	1.865696	1.371777	1.431705	1.403832	1.866726	1.85529	1.633212	1.726191
gene-Eras	0	0	0	0	0	0	0	0
gene-Erbb2	3.804218	3.152597	2.969474	3.386727	2.615601	1.949618	2.750259	2.833196
gene-Erbb3	0.548622	0.479672	0.463549	0.300114	0.265464	0.458044	0.416099	0.218475
gene-Erbb4	19.424623	21.499081	18.585613	20.922455	25.03404	27.303806	23.481082	22.744454
gene-Erbin	32.036737	36.858626	34.820638	34.6709	35.975679	30.967235	34.011843	32.752874
gene-Erc1	45.497523	47.871986	47.947658	49.673921	54.341743	52.552463	57.307282	53.49013
gene-Erc2	52.286226	59.870196	55.157736	54.502641	61.145429	60.261439	59.696549	60.272793
gene-Ercc1	49.563284	42.975549	45.357838	48.122024	41.24927	47.333165	45.132596	45.053518
gene-Ercc2	39.970343	41.280989	41.952171	41.526652	40.088834	40.731545	40.445232	39.084301
gene-Ercc3	24.359783	24.77187	28.392084	26.09108	27.016272	24.086259	25.373597	23.810485
gene-Ercc4	7.28458	7.714771	8.436951	8.616725	7.27064	7.404585	8.095078	7.357365
gene-Ercc5	26.883385	29.16814	29.077569	30.953836	30.622768	29.548917	29.575908	24.444963
gene-Ercc6	15.852024	14.813554	16.331196	15.585236	16.047514	17.467152	14.315417	13.483881
gene-Ercc6l	2.319758	2.366379	2.694726	2.651174	2.342666	1.907768	2.826191	2.99558
gene-Ercc6l2	12.313649	11.760001	10.327558	12.674377	13.062608	13.029879	12.242958	11.045441
gene-Ercc8	22.340244	23.644392	25.284194	25.30614	29.377179	27.572855	26.432759	26.78025
gene-Erdr1x	91.856358	164.209269	69.663546	55.086527	38.618709	98.738059	107.281131	95.496496
gene-Erdr1x-2	449.281242	365.767941	194.759204	143.999249	84.824834	185.51987	227.577149	422.488106
gene-Ereg	0.071461	0	0	0.081666	0.079375	0	0	0
gene-Erf	13.110178	14.345629	13.327001	14.13138	14.666733	11.925986	11.632732	13.337026
gene-Erfe	0	0.388085	0.169209	0.12606	0.366313	0.1756	0.059657	0.167217
gene-Erfl	0	0	0	0	0	0	0	0
gene-Erg	3.009374	2.724452	2.381484	2.74001	2.427089	2.359825	2.573163	1.806082
gene-Erg28	50.660126	50.928383	50.253565	51.207301	46.130742	45.159584	50.84113	48.424032
gene-Ergic1	117.995448	121.420912	126.693858	125.287989	100.480531	108.278879	110.761244	108.363501
gene-Ergic2	45.875997	48.433765	47.579061	49.396014	52.566647	54.021088	49.252825	49.417481
gene-Ergic3	160.55659	156.554849	162.794891	167.44227	147.771363	145.728588	159.027271	155.680635
gene-Erh	593.609232	624.784502	611.80176	613.925006	595.320797	579.355873	577.437471	560.189207
gene-Eri1	19.112374	19.067264	20.91184	20.062612	21.074744	19.921759	19.990749	19.751001
gene-Eri2	16.89379	15.841526	16.307691	16.288902	17.38384	17.539833	14.604662	15.903604
gene-Eri3	221.228	197.484038	208.234563	219.987274	194.326583	171.04629	189.51788	212.637124
gene-Erich1	15.83732	14.448174	16.356593	13.906706	13.649827	17.343344	12.736286	13.218795
gene-Erich2	0.277258	1.818919	4.766377	2.32015	1.374398	1.309274	0.421023	1.546198
gene-Erich3	1.490442	0.995971	1.182241	2.640666	3.742234	1.745018	2.484067	2.156914
gene-Erich4	1.118125	0	0	0	0	0	0	0
gene-Erich5	0.067466	0	0	0.076927	0	0.142637	0	0
gene-Erich6	0.742485	0.595656	0.530279	0.592331	0.655666	0.391885	0.638014	0.59645
gene-Erich6b	0	0	0	0	0	0	0	0
gene-Erlec1	22.86466	22.725606	21.367916	23.074941	24.469296	23.566891	21.836895	22.438479
gene-Erlin1	14.597883	17.021005	16.506277	16.28081	16.237756	20.291841	17.044629	15.090655
gene-Erlin2	52.337856	54.918349	55.119725	59.218555	58.211333	57.024245	56.4477	56.371691
gene-Ermap	0.382002	0.519941	0.467537	0.221765	0.502849	0.550926	0.334719	0.262273
gene-Ermard	15.045729	15.785104	20.008018	16.406498	17.484449	15.819759	14.36925	15.355296
gene-Ermardl1	8.939604	7.727432	7.75427	9.539211	7.883722	7.607813	5.584674	7.548582
gene-Ermardl2	6.090722	5.734399	5.09852	6.847653	6.444787	4.053228	3.845199	2.670481
gene-Ermn	1.527354	1.866041	2.446749	1.791951	3.231373	2.507922	1.790928	1.881671
gene-Ermp1	7.457261	9.323865	7.489754	8.405527	10.019764	8.662413	7.628231	8.561938
gene-Ern1	8.399017	8.019266	8.700236	8.296495	9.221623	9.162848	7.849784	8.100864
gene-Ern2	0.51306	0.888712	0.739528	0.855317	1.273348	1.271834	1.031917	0.797071
gene-Ero1a	19.370762	18.265026	18.07114	19.52076	22.004964	21.190309	16.580976	17.539095
gene-Ero1b	6.230108	6.759998	6.915172	6.648105	7.206641	9.145368	7.174165	7.050719
gene-Erp27	1.620141	0.58225	0.860694	0.269524	1.626034	1.827675	0.523563	0.156572
gene-Erp29	138.489132	138.744926	123.110356	138.154433	119.262381	123.259383	129.176632	127.556456
gene-Erp44	19.04788	19.748344	20.014552	20.849794	21.107334	20.445039	20.299429	20.653991
gene-Errfi1	13.629878	14.214504	12.351008	14.666409	13.51023	13.789562	12.806769	13.5421
gene-Erv3	0	0.045003	0.091566	0	0	0.142775	0.048549	0.045346
gene-Esam	16.113918	14.040748	11.575576	15.221904	12.199715	14.732519	12.235763	15.01308
gene-Esco1	12.038106	13.41291	12.864839	13.885116	14.204249	16.005518	13.984396	13.948168
gene-Esco2	6.351956	7.019824	7.686774	6.88441	5.616395	4.980107	5.48035	5.012329
gene-Esd	80.795997	80.746674	73.646566	74.226416	74.890595	84.979213	81.356155	86.416065
gene-Esd-ps	0.254199	0	0	0	0	0	0	0
gene-Esf1	23.908605	22.172912	23.223669	22.90729	25.564147	24.965552	25.322507	21.710866
gene-Esm1	0.156493	0.1569	0.159635	0.534899	0.776842	0	0.419738	0.470929
gene-Esp1	0	0	0	0	0	0	0	0
gene-Esp15	0	0	0	0	0	0	0	0
gene-Esp16	0	0	0	0	0	0	0	0
gene-Esp18	0	0	0	0	0	0	0	0
gene-Esp23	0	0	0	0	0	0	0	0
gene-Esp24	0	0	0	0	0	0	0	0
gene-Esp3	0	0	0	0	0	0	0	0
gene-Esp31	0	0	0	0	0	0	0	0
gene-Esp34	0	0	0	0	0	0	0	0
gene-Esp36	0	0	0	0	0	0	0	0
gene-Esp38	0	0	0	0	0	0	0	0
gene-Esp4	0	0	0	0	0	0	0	0
gene-Esp5	0	0	0	0	0	0	0	0
gene-Esp6	0	0	0	0	0	0	0	0
gene-Esp8	0	0.261896	0	0	0.282523	0	0	0
gene-Espl1	5.765301	6.672003	5.687294	5.613242	4.517595	2.991389	3.56237	4.025971
gene-Espn	0.040814	0.050681	0.043265	0	0.375821	0.053548	0	0.041376
gene-Espnl	0.109497	0.176172	0.358419	0.050104	0.341317	0.163606	0.19112	0.156089
gene-Esr1	0.854522	0.669401	0.25829	0.551434	0.485484	0.293935	0.325454	0.537457
gene-Esr2	0.620424	0.135737	0	0.0524	0.526859	0.255703	0.248499	0.139267
gene-Esrp1	0.121219	0.043184	0.043932	0.098214	0.429279	0	0	0.130589
gene-Esrp2	0.089631	0.094097	0.239736	0.133942	0	0	0.126676	0.118369
gene-Esrra	34.888803	31.605231	31.667315	30.399911	28.195272	26.943313	28.89347	29.333109
gene-Esrrb	0.40922	0.247169	0.214833	0.382594	0.330499	0	0.595271	0.170329
gene-Esrrg	6.925602	8.841034	7.70577	7.239392	8.907209	9.419934	8.045207	8.171996
gene-Ess2	37.783721	37.112939	38.724732	43.302997	36.066002	35.009156	34.519175	33.745675
gene-Esx1	0	0	0	0	0	0	0	0
gene-Esyt1	5.806203	5.873607	4.107988	6.076493	5.002119	4.618479	4.977395	5.059793
gene-Esyt2	20.139476	20.06708	21.025765	22.982966	24.673962	24.203571	23.449838	23.188213
gene-Esyt3	1.204187	0.529528	0.827033	0.373029	0.689066	0.810257	0.612325	0.563265
gene-Etaa1	9.832098	8.712782	9.258226	10.673185	11.944403	10.915598	8.768728	9.941061
gene-Etaa1os	0	0.706309	0	0.798747	0.741274	2.119633	1.292504	0
gene-Etd	0	0	0	0	0	0	0	0
gene-Etf1	64.319171	71.093965	71.017314	72.199657	72.241872	71.287801	69.563759	70.039338
gene-Etfa	44.965791	45.087756	46.460139	42.640537	38.574511	39.582936	41.480303	43.65259
gene-Etfb	68.153761	60.408602	52.487087	56.615187	49.444252	50.620034	47.260919	53.69526
gene-Etfbkmt	2.681984	2.705041	4.917025	2.894675	3.547731	2.801509	3.958796	3.057852
gene-Etfdh	21.117405	23.454891	22.344635	24.880481	24.183851	21.259376	22.705201	21.223904
gene-Etfrf1	13.412831	11.40142	10.83599	12.764638	11.502323	11.762379	12.528183	9.10405
gene-Ethe1	19.235385	17.343768	18.690114	19.413944	16.920243	24.324715	19.391054	21.109142
gene-Etl4	7.064844	6.703747	6.952193	7.218665	5.848082	5.851874	5.269055	5.987413
gene-Etnk1	78.750353	85.416845	77.2743	83.840355	92.111857	97.044532	83.22038	77.202183
gene-Etnk2	4.187864	3.367219	2.634504	4.302702	5.169805	4.702498	5.366927	5.34174
gene-Etnppl	0	0.059405	0.05944	0	0	0	0.127723	0
gene-Etohd2	0.341468	0.342886	0.747491	0.445567	0.432553	0.569454	0.475126	0.443834
gene-Ets1	12.925256	15.187301	14.407524	13.458294	14.901891	11.53506	13.086995	14.056543
gene-Ets2	18.478646	19.071411	15.25335	16.905573	17.688302	16.671252	19.348703	19.184196
gene-Etv1	27.06025	27.512592	26.72391	27.922555	26.900794	28.41656	29.014227	27.812975
gene-Etv2	0	0	0	0	0.137991	0	0.211624	0
gene-Etv3	11.083083	10.717152	12.138645	12.686031	11.289777	13.844337	13.511146	12.856724
gene-Etv3l	0.185996	0	0	0	0	0	0	0
gene-Etv4	11.562731	10.24947	10.282445	8.004397	6.614059	6.686524	7.752946	8.974247
gene-Etv5	29.073446	28.701919	30.191227	31.122191	22.862637	20.880235	22.775107	23.068416
gene-Etv6	8.759005	9.134583	9.511106	7.03636	7.681502	8.641007	7.497891	6.863309
gene-Eva1a	0.680038	1.012257	0.692495	0.344946	0.77769	0.848892	0.969547	0.806315
gene-Eva1b	3.773185	3.152009	2.231484	2.263311	4.293637	2.815997	4.421985	3.246056
gene-Eva1c	2.904982	3.328093	2.341594	1.594662	1.685242	2.173588	2.513083	2.738862
gene-Evc	5.101607	4.966267	4.419502	5.518978	5.010983	3.766195	4.528695	3.76828
gene-Evc2	5.094508	4.301174	4.58083	4.439577	4.267608	5.99407	4.57221	4.308918
gene-Evi2	0.038941	0	0	0	0	0	0	0
gene-Evi2a	0.608633	0.82032	0.374677	0.557426	0.73125	1.202129	0.38984	1.094891
gene-Evi2b	0	0.04284	0.174328	0.146149	0.14196	0.090639	0.13872	0.12956
gene-Evi5	34.196087	32.889575	32.68595	35.324316	39.704674	37.086804	32.667517	32.068084
gene-Evi5l	96.856953	92.846014	94.017458	95.30524	93.568085	95.610678	97.784654	90.446707
gene-Evl	378.05266	375.978763	374.547421	384.04926	332.075498	310.09753	361.635941	330.387301
gene-Evpl	0.712571	0.51701	0.31097	0.5604	0.726486	0.960338	0.752968	0.612124
gene-Evx1	0	0	0	0	0	0	0	0.071184
gene-Evx1os	0	0	0	0	0	0	0	0
gene-Evx2	0	0	0	0	0	0	0	0
gene-Ewsr1	366.170155	380.769895	388.131683	392.676647	372.685344	365.396576	354.024144	337.870588
gene-Exd1	0.520773	1.263103	0.979513	0.921507	0.737661	0.876988	0.438763	0.831605
gene-Exd2	36.311495	38.942856	35.918949	36.041531	41.900556	39.566774	33.938151	36.95582
gene-Exo1	3.482956	3.689807	3.250311	3.326605	3.165693	1.375785	2.579682	3.313273
gene-Exo5	35.06115	36.408538	35.357451	33.789803	35.783668	38.928703	38.592334	37.335746
gene-Exoc1	55.660459	56.680854	58.044364	55.328936	55.629078	59.205804	55.687571	52.251184
gene-Exoc1l	0	0	0	0	0	0	0	0
gene-Exoc2	50.224443	52.77827	48.699588	50.544649	54.186669	63.051028	59.543099	54.269951
gene-Exoc3	54.652038	58.187386	57.741718	58.794278	62.803173	66.342198	69.48075	66.596848
gene-Exoc3l	2.537206	3.538838	3.207726	2.300316	2.657942	2.577499	1.971767	2.542539
gene-Exoc3l2	0.22446	0.187939	0.076476	0.170991	0	0.039796	0.081245	0.037934
gene-Exoc3l4	0.2891	0.34731	0.302855	0.507724	0.054763	0.314588	0.191536	0.249723
gene-Exoc4	52.908122	55.313661	56.191626	58.267321	58.693891	60.384564	56.197066	56.942726
gene-Exoc5	70.52117	71.704667	71.354681	74.188641	80.059705	80.504383	75.314087	71.433044
gene-Exoc6	33.395683	31.888344	32.552123	29.04675	34.512542	30.772488	35.898793	35.338728
gene-Exoc6b	42.510141	44.516179	43.438759	41.593939	45.947994	47.238362	47.431657	49.956309
gene-Exoc7	55.062073	61.704627	54.466528	56.960801	57.230889	56.621658	56.22029	56.731986
gene-Exoc8	14.71726	14.686461	14.97856	15.944988	13.92876	15.370376	15.25689	14.957906
gene-Exog	27.559163	27.388389	28.835143	28.943886	27.775958	26.379	25.856085	28.405521
gene-Exosc1	25.191198	21.387224	23.00469	20.844967	21.851647	24.191843	24.781502	23.880503
gene-Exosc10	60.672609	63.512888	68.208142	62.31845	63.874631	61.864895	65.550626	62.198548
gene-Exosc2	29.574381	27.609474	27.078174	29.432496	28.424433	27.421172	26.423632	25.514239
gene-Exosc3	30.350824	25.661533	27.53668	25.71161	27.003418	26.946345	29.993689	30.911108
gene-Exosc4	31.060389	32.648701	32.926699	28.689621	26.890011	22.364688	26.808102	28.714951
gene-Exosc5	21.820516	31.327147	22.606444	20.544664	18.426468	18.571055	15.101838	18.717362
gene-Exosc6	12.116644	13.445855	9.209872	10.692523	7.362419	9.806364	9.362922	14.183392
gene-Exosc7	50.091511	45.630597	46.464509	45.72565	41.145696	44.425399	40.384283	43.455916
gene-Exosc8	59.600373	46.916535	46.3243	42.678802	45.626511	56.222044	54.736681	49.079074
gene-Exosc9	54.020437	61.077777	57.025575	54.449524	64.574222	56.724418	55.804392	57.227774
gene-Exph5	0.043705	0.131895	0.044722	0.100045	0.141664	0.218009	0.234769	0.177774
gene-Ext1	23.953938	25.853569	26.657274	26.016542	25.945085	21.978493	24.358548	25.837006
gene-Ext2	40.142323	38.969133	41.096325	41.452876	35.664831	37.196201	36.582347	44.056628
gene-Extl1	0.431299	0.557221	0.624574	0.862557	0.793272	0.39177	0.507586	0.838564
gene-Extl2	19.504797	18.954302	18.874196	17.41827	21.309187	23.446696	20.835169	21.918614
gene-Extl3	47.430533	49.912298	48.77362	49.752828	46.230056	45.176858	51.2815	46.954516
gene-Eya1	3.962917	4.528062	4.651438	4.560928	4.201475	2.964013	2.855903	3.544483
gene-Eya2	3.430346	2.779655	1.880131	2.190406	2.601048	2.458909	1.600031	2.197942
gene-Eya3	18.358531	19.364656	21.477709	20.39197	19.885638	19.208065	20.878998	17.159703
gene-Eya4	1.762461	1.19696	1.286298	1.498268	1.563293	0.977636	1.158521	1.681915
gene-Ezh1	19.320305	19.465816	20.905094	20.898781	23.921663	24.029476	20.448883	19.554286
gene-Ezh2	92.070727	97.665176	101.563191	104.750409	96.91439	90.163942	80.356669	87.178444
gene-Ezhip	0.22176	0	0.094274	0.336986	0.2448	0.194512	0.158813	0.222699
gene-Ezr	70.102644	70.740499	74.774201	75.982727	60.798531	34.776547	46.703867	55.79928
gene-F10	0.190208	0.190851	0.064723	0	0	0.06708	0	0.255393
gene-F11	0	0	0	0	0	0	0	0
gene-F11r	4.162633	2.184664	2.484133	3.505839	5.947804	3.319538	2.828759	3.159507
gene-F12	0	0	0.172946	0.289707	0	0	0	0
gene-F13a1	0.959139	1.156379	0.315965	0.309067	2.044635	0.12329	0.419458	0.626739
gene-F13b	0	0	0	0.077786	0	0	0	0
gene-F2	0.083579	0.251318	0	0.190377	0.184237	0	0.179057	0.083719
gene-F2r	38.195638	41.234659	44.129913	40.715804	39.740173	37.380031	38.425212	42.830049
gene-F2rl1	0	0.113071	0	0	0.249412	0.119358	0	0.056826
gene-F2rl2	0.25839	0.129624	0	0.147341	0.285666	0.068327	0.069583	0.065031
gene-F2rl3	0.584321	0.50201	0.425642	0	0.092005	0.527681	0.268258	0.334467
gene-F3	4.331319	5.876864	2.667802	5.033347	4.967434	3.512663	3.472952	4.872366
gene-F420014N23Rik	0.200377	0	0.409029	0.45697	0.073817	0	0	0.336007
gene-F5	0.172731	0.121615	0.088364	0.434856	0.327148	0.036906	0.018869	0.299363
gene-F630040K05Rik	0.059694	0.119815	0.060948	0.61292	0.462335	0.189615	0.064394	0.24069
gene-F630042J09Rik	0.193081	0.096944	0.147936	0.165344	0.267537	0.051232	0.052247	0.146415
gene-F630048H11Rik	5.546293	4.866149	5.293099	4.872343	5.910339	6.785667	4.754634	4.515614
gene-F630111L10Rik	0	0	0	0	0	0	0	0
gene-F630206G17Rik	0	0	0	0	0	0	0	0
gene-F7	0.092164	0.092336	0.657652	0.193795	0.188001	0	0.098477	0
gene-F730016J06Rik	0.124648	0.071568	0.072803	0.085536	0.138697	0	0.027171	0.07244
gene-F730035M05Rik	0	0	0	0	0	0	0	0
gene-F730043M19Rik	3.352218	3.470014	6.238002	3.677796	5.83045	4.476194	4.538835	4.707601
gene-F730311O21Rik	0	0	0.081897	0	0	0	0	0
gene-F8	0.607105	0.402833	0.291843	0.428771	0.548061	0.750247	0.638933	0.619219
gene-F830010H11Rik	2.003023	1.108521	1.268789	0.629967	1.449808	0.948859	0.965929	1.319569
gene-F830016B08Rik	0.02191	0	0	0	0.048784	0	0	0
gene-F830045P16Rik	0	0	0	0	0	0	0	0
gene-F830208F22Rik	0	0.068402	0.069592	0	0.075343	0	0.073374	0
gene-F8a	15.630026	14.850398	13.415364	15.49804	14.883869	15.45532	15.877939	16.187909
gene-F9	0	0.120512	0	0	0	0	0.064763	0.060518
gene-F930015N05Rik	0.212502	0.298836	0.17372	0.194186	0.188622	0.3613	0.276482	0.258223
gene-F930017D23Rik	0	0	0.09473	0	0	0	0	0
gene-F930026P19Rik	0	0	0	0	0	0	0	0
gene-Fa2h	0	0.127899	0	0.145383	0	0	0	0
gene-Faah	10.331158	10.434607	10.564781	11.218619	10.305102	11.909333	11.385994	9.49324
gene-Faap100	56.541348	53.881343	54.716944	57.477543	51.165495	47.867346	50.117577	50.753585
gene-Faap20	54.261382	52.22418	57.218537	64.080734	43.500338	41.681859	50.197982	46.577482
gene-Faap24	11.032432	9.513321	12.710766	10.807212	8.01994	7.86339	9.522491	10.631964
